"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
1,48.1,48.1,51.9,"Aeugst am Albis ZH","Aeugst am Albis (ZH)","Aeugst am Albis ZH","In Aeugst am Albis hat die Initiative ""Für sauberes Trinkwasser und gesunde Nahrung"" keine Mehrheit gefunden. Auf 51,9 Prozent der abgegebenen Stimmzettel stand ein Nein.","Les habitants d'Aeugst am Albis rejettent l'initiative ""Pour une eau potable propre et une alimentation saine"" avec 51,9 pour cent de non.","Nel comune di Aeugst am Albis l'Iniziativa Acqua potabile pulita è stata bocciata con il 51,9 percento dei voti."
2,42.2,42.2,57.8,"Affoltern am Albis ZH","Affoltern am Albis (ZH)","Affoltern am Albis ZH","Keine Mehrheit für die Trinkwasserinitiative in Affoltern am Albis: Mit 2'401 Nein-Stimmen zu 1'754 Ja-Stimmen oder 57,8 Prozent hat die Gemeinde das Volksbegehren verworfen.","C'est non à 57,8 pour cent à l'initiative ""Pour une eau potable propre et une alimentation saine"" à Affoltern am Albis.","Con il 57,8 percento di ""no"" i cittadini del comune di Affoltern am Albis hanno bocciato l'Iniziativa Acqua potabile pulita."
3,46.8,46.8,53.2,"Bonstetten ZH","Bonstetten (ZH)","Bonstetten ZH","Keine Mehrheit für die Trinkwasserinitiative in Bonstetten: Mit 1'270 Nein-Stimmen zu 1'119 Ja-Stimmen oder 53,2 Prozent hat die Gemeinde das Volksbegehren verworfen.","C'est non à 53,2 pour cent à l'initiative ""Pour une eau potable propre et une alimentation saine"" à Bonstetten.","Con il 53,2 percento di ""no"" i cittadini del comune di Bonstetten hanno bocciato l'Iniziativa Acqua potabile pulita."
4,42,42,58,"Hausen am Albis ZH","Hausen am Albis (ZH)","Hausen am Albis ZH","Nein zum Trinkwasserinitiative in Hausen am Albis. Die Gemeinde hat das Volksbegehren mit 58 Prozent abgelehnt.","A Hausen am Albis, les habitants disent non à 58 pour cent à l'initiative ""Pour une eau potable propre et une alimentation saine"".","Nel comune di Hausen am Albis l'Iniziativa popolare ""Acqua potabile pulita e cibo sano – No alle sovvenzioni per l’impiego di pesticidi e l’uso profilattico di antibiotici""  è stata respinta con il 58 percento dei voti."
5,48.7,48.7,51.3,"Hedingen ZH","Hedingen (ZH)","Hedingen ZH","51,3 Prozent der Stimmbürgerinnen und Stimmbürger von Hedingen sagen Nein zur Trinkwasserinitiative.","Les habitants de Hedingen s'opposent à l'initiative ""Pour une eau potable propre et une alimentation saine"" avec 51,3 pour cent de non.","No all'Iniziativa Acqua potabile pulita nel comune di Hedingen: i cittadini hanno bocciato il testo con il 51,3 percento dei voti."
6,36.2,36.2,63.8,"Kappel am Albis ZH","Kappel am Albis (ZH)","Kappel am Albis ZH","Keine Mehrheit für die Trinkwasserinitiative in Kappel am Albis: Mit 367 Nein-Stimmen zu 208 Ja-Stimmen oder 63,8 Prozent hat die Gemeinde das Volksbegehren verworfen.","C'est non à 63,8 pour cent à l'initiative ""Pour une eau potable propre et une alimentation saine"" à Kappel am Albis.","Con il 63,8 percento di ""no"" i cittadini del comune di Kappel am Albis hanno bocciato l'Iniziativa Acqua potabile pulita."
7,41.8,41.8,58.2,"Knonau ZH","Knonau (ZH)","Knonau ZH","58,2 Prozent der Stimmbürgerinnen und Stimmbürger von Knonau sagen Nein zur Trinkwasserinitiative.","Les habitants de Knonau s'opposent à l'initiative ""Pour une eau potable propre et une alimentation saine"" avec 58,2 pour cent de non.","No all'Iniziativa Acqua potabile pulita nel comune di Knonau: i cittadini hanno bocciato il testo con il 58,2 percento dei voti."
8,30.9,30.9,69.1,"Maschwanden ZH","Maschwanden (ZH)","Maschwanden ZH","In Maschwanden hat die Stimmbevölkerung die Trinkwasserinitiative abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 69,1 Prozent verworfen.","A Maschwanden, les habitants sont défavorables à l'initiative ""Pour une eau potable propre et une alimentation saine"" avec 69,1 pour cent de non.","I cittadini di Maschwanden si sono opposti all'iniziativa Acqua potabile pulita. Il testo è stato respinto con il 69,1 percento dei voti."
9,43.9,43.9,56.1,"Mettmenstetten ZH","Mettmenstetten (ZH)","Mettmenstetten ZH","Nein zum Trinkwasserinitiative in Mettmenstetten. Die Gemeinde hat das Volksbegehren mit 56,1 Prozent abgelehnt.","A Mettmenstetten, les habitants disent non à 56,1 pour cent à l'initiative ""Pour une eau potable propre et une alimentation saine"".","Nel comune di Mettmenstetten l'Iniziativa popolare ""Acqua potabile pulita e cibo sano – No alle sovvenzioni per l’impiego di pesticidi e l’uso profilattico di antibiotici""  è stata respinta con il 56,1 percento dei voti."
10,38.7,38.7,61.3,"Obfelden ZH","Obfelden (ZH)","Obfelden ZH","Nein zum Trinkwasserinitiative in Obfelden. Die Gemeinde hat das Volksbegehren mit 61,3 Prozent abgelehnt.","A Obfelden, les habitants disent non à 61,3 pour cent à l'initiative ""Pour une eau potable propre et une alimentation saine"".","Nel comune di Obfelden l'Iniziativa popolare ""Acqua potabile pulita e cibo sano – No alle sovvenzioni per l’impiego di pesticidi e l’uso profilattico di antibiotici""  è stata respinta con il 61,3 percento dei voti."
