"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
1,50,0,0,"Aeugst am Albis ZH","Aeugst am Albis (ZH)","Aeugst am Albis ZH","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
2,62.9,62.9,37.1,"Affoltern am Albis ZH","Affoltern am Albis (ZH)","Affoltern am Albis ZH","62,9 Prozent der Stimmbürgerinnen und Stimmbürger in Affoltern am Albis haben Ja gesagt zum CO2-Gesetz.","C'est oui à 62,9 pour cent à la loi Covid-19 à Affoltern am Albis.","Con il 62,9 percento di ""sì"", i cittadini del comune di Affoltern am Albis hanno accolto la legge Covid-19."
3,50,0,0,"Bonstetten ZH","Bonstetten (ZH)","Bonstetten ZH","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
4,55.4,55.4,44.6,"Hausen am Albis ZH","Hausen am Albis (ZH)","Hausen am Albis ZH","55,4 Prozent der Stimmbürgerinnen und Stimmbürger von Hausen am Albis haben sich für das CO2-Gesetz ausgesprochen.","A Hausen am Albis, les habitants disent oui à 55,4 pour cent à la loi Covid-19.","Nel comune di Hausen am Albis la legge Covid-19 è stata approvata con il 55,4 percento dei voti."
5,50,0,0,"Hedingen ZH","Hedingen (ZH)","Hedingen ZH","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
6,46.1,46.1,53.9,"Kappel am Albis ZH","Kappel am Albis (ZH)","Kappel am Albis ZH","Keine Mehrheit für eine elektronische Identität in Kappel am Albis: Das CO2-Gesetz ist mit 53,9 Prozent gescheitert.","C'est non à 53,9 pour cent à la loi Covid-19 à Kappel am Albis.","Da Kappel am Albis è arrivato un ""no"" alle urne per la legge Covid-19. I cittadini hanno bocciato il testo con il 53,9 percento dei voti."
7,54.9,54.9,45.1,"Knonau ZH","Knonau (ZH)","Knonau ZH","Mit 543 Ja zu 446 Nein hat sich Knonau für das CO2-Gesetz ausgesprochen.  Das entspricht einem Ja-Stimmen-Anteil von 54,9 Prozent.","Les habitants de Knonau approuvent la loi Covid-19 avec 54,9 pour cent de oui.","Nel comune di Knonau la legge Covid-19 è stata accetata con il 54,9 percento dei voti."
8,44.9,44.9,55.1,"Maschwanden ZH","Maschwanden (ZH)","Maschwanden ZH","Mit 184 Nein zu 150 Ja haben die Stimmbürgerinnen und Stimmbürger von Maschwanden das CO2-Gesetz abgelehnt. Das sind 55,1 Prozent.","A Maschwanden, les habitants sont défavorables à la loi Covid-19 avec 55,1 pour cent de non.","Con il 55,1 percento di ""no"", i cittadini del comune di Maschwanden hanno respinto la legge Covid-19."
9,50,0,0,"Mettmenstetten ZH","Mettmenstetten (ZH)","Mettmenstetten ZH","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
10,56.7,56.7,43.3,"Obfelden ZH","Obfelden (ZH)","Obfelden ZH","56,7 Prozent der Stimmbürgerinnen und Stimmbürger von Obfelden haben sich für das CO2-Gesetz ausgesprochen.","A Obfelden, les habitants disent oui à 56,7 pour cent à la loi Covid-19.","Nel comune di Obfelden la legge Covid-19 è stata approvata con il 56,7 percento dei voti."
