"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
1001,50,0,0,"Doppleschwand LU","Doppleschwand (LU)","Doppleschwand LU","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
1002,50,0,0,"Entlebuch LU","Entlebuch (LU)","Entlebuch LU","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
1004,51.2,51.2,48.8,"Flühli LU","Flühli (LU)","Flühli LU","51,2 Prozent der Stimmbürgerinnen und Stimmbürger von Flühli haben sich für das Anti-Terror-Gesetz ausgesprochen.","A Flühli, les habitants disent oui à 51,2 pour cent à la loi sur les mesures policières de lutte contre le terrorisme.","Nel comune di Flühli la legge sulle misure di lotta al terrorismo è stata approvata con il 51,2 percento dei voti."
1005,41.5,41.5,58.5,"Hasle LU","Hasle (LU)","Hasle LU","58,5 der Stimmbürgerinnen und Stimmbürger von Hasle LU haben das Anti-Terror-Gesetz abgelehnt.","Les habitants de Hasle (LU) s'opposent à la loi sur les mesures policières de lutte contre le terrorisme avec 58,5 pour cent de non.","No alla legge sulle misure di lotta al terrorismo nel comune di Hasle LU: i cittadini hanno bocciato il testo con il 58,5 percento dei voti."
1007,43.4,43.4,56.6,"Romoos LU","Romoos (LU)","Romoos LU","56,6 Prozent der Stimmbürgerinnen und Stimmbürger von Romoos haben sich gegen das Anti-Terror-Gesetz ausgesprochen.","A Romoos, les habitants disent non à 56,6 pour cent à la loi sur les mesures policières de lutte contre le terrorisme.","I cittadini di Romoos si sono espressi contro la legge sulle misure di lotta al terrorismo. Il testo è stato respinto con il 56,6 percento dei voti."
1008,50,0,0,"Schüpfheim LU","Schüpfheim (LU)","Schüpfheim LU","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
1009,50,0,0,"Werthenstein LU","Werthenstein (LU)","Werthenstein LU","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
1010,50,0,0,"Escholzmatt-Marbach LU","Escholzmatt-Marbach (LU)","Escholzmatt-Marbach LU","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
1021,55.4,55.4,44.6,"Aesch LU","Aesch (LU)","Aesch LU","Aesch LU hat das Anti-Terror-Gesetz angenommen. Die Gemeinde stimmte der Vorlage mit Ja-Stimmen-Anteil von 55,4 Prozent zu.","La loi sur les mesures policières de lutte contre le terrorisme passe la rampe à Aesch (LU) avec 55,4 pour cent de oui.","Da Aesch LU è arrivato un ""sì"" alle urne per la legge sulle misure di lotta al terrorismo. I cittadini hanno accolto il testo con il 55,4 percento dei voti."
1023,57.5,57.5,42.5,"Ballwil LU","Ballwil (LU)","Ballwil LU","Ballwil hat das Anti-Terror-Gesetz angenommen. Die Gemeinde stimmte der Vorlage mit Ja-Stimmen-Anteil von 57,5 Prozent zu.","La loi sur les mesures policières de lutte contre le terrorisme passe la rampe à Ballwil avec 57,5 pour cent de oui.","Da Ballwil è arrivato un ""sì"" alle urne per la legge sulle misure di lotta al terrorismo. I cittadini hanno accolto il testo con il 57,5 percento dei voti."
